Rank,Strategy,Direction,TF,Entry,Exit,SL,TP,Opened,Closed,Close Reason,Raw Pips,Spread,Slippage,Net Pips,Gross $,Net $,Risk Pips,Reward Pips,R:R
126,CP_02_XAUUSD_H1,BUY,H1,4982.69,4989.47,4989.61,4998.69,2026-02-19T04:07:31,2026-02-19T05:16:05,sl_hit,67.8,12,1.8,54.0,6.78,5.28,69.2,160.0,2.31
127,ICH_10_XAUUSD_H1,SELL,H1,4917.85,4911.09,4910.45,4901.85,2026-02-18T10:02:14,2026-02-18T11:49:10,sl_hit,67.6,12,1.9,53.7,6.76,5.25,74.0,160.0,2.16
128,STOCH_03_XAUUSD_H1,SELL,H1,4998.19,4991.54,4987.74,4982.19,2026-02-18T17:07:50,2026-02-18T18:34:32,sl_hit,66.5,12,1.2,53.3,6.65,5.21,104.5,160.0,1.53
129,EW_04_XAUUSD_H1,BUY,H1,4994.01,5000.64,5000.93,5010.01,2026-02-18T16:24:14,2026-02-18T16:38:23,sl_hit,66.3,12,1.1,53.2,6.63,5.2,69.2,160.0,2.31
130,MA_09_XAUUSD_H1,BUY,H1,4994.01,5000.64,5000.93,5010.01,2026-02-18T16:24:15,2026-02-18T16:38:23,sl_hit,66.3,12,1.2,53.1,6.63,5.19,69.2,160.0,2.31
131,SM_08_XAUUSD_H1,SELL,H1,4998.19,4991.54,4987.74,4982.19,2026-02-18T17:07:50,2026-02-18T18:34:32,sl_hit,66.5,12,1.5,53.0,6.65,5.18,104.5,160.0,1.53
132,SM_08_XAUUSD_H1,SELL,H1,5017.85,5011.31,5010.96,5001.85,2026-02-19T07:08:33,2026-02-19T08:14:30,sl_hit,65.4,12,1.4,52.0,6.54,5.08,68.9,160.0,2.32
133,STOCH_03_XAUUSD_H1,SELL,H1,4989.97,4983.43,4982.04,4973.97,2026-02-19T11:05:28,2026-02-19T11:54:44,sl_hit,65.4,12,1.6,51.8,6.54,5.06,79.3,160.0,2.02
134,VTX_04_XAUUSD_H1,SELL,H1,4989.97,4983.43,4981.97,4973.97,2026-02-19T11:05:28,2026-02-19T11:54:43,sl_hit,65.4,12,1.8,51.6,6.54,5.04,80.0,160.0,2.0
135,MOM_01_XAUUSD_H1,BUY,H1,4972.22,4978.72,4979.04,4988.22,2026-02-19T02:40:18,2026-02-19T04:02:18,sl_hit,65.0,12,1.5,51.5,6.5,5.03,68.2,160.0,2.35
136,RSI_09_XAUUSD_H1,SELL,H1,4923.99,4917.48,4917.37,4907.99,2026-02-18T08:35:49,2026-02-18T09:08:30,sl_hit,65.1,12,1.7,51.4,6.51,5.02,66.2,160.0,2.42
137,ADX_08_XAUUSD_H1,BUY,H1,5010.73,5017.14,5018.36,5026.73,2026-02-19T08:11:07,2026-02-19T08:52:09,sl_hit,64.1,12,0.8,51.3,6.41,5.01,76.3,160.0,2.1
138,ICH_04_XAUUSD_H1,BUY,H1,4972.22,4978.72,4979.04,4988.22,2026-02-19T02:40:18,2026-02-19T04:02:18,sl_hit,65.0,12,1.8,51.2,6.5,5.0,68.2,160.0,2.35
139,ST_01_XAUUSD_H1,BUY,H1,5010.73,5017.14,5018.36,5026.73,2026-02-19T08:11:07,2026-02-19T08:52:09,sl_hit,64.1,12,1.8,50.3,6.41,4.91,76.3,160.0,2.1
140,MOM_01_XAUUSD_H1,BUY,H1,4966.98,4973.34,4973.87,4982.98,2026-02-19T01:39:54,2026-02-19T02:12:26,sl_hit,63.6,12,1.4,50.2,6.36,4.9,68.9,160.0,2.32
141,EW_05_XAUUSD_H1,BUY,H1,4918.55,4924.92,4925.72,4934.55,2026-02-18T12:01:53,2026-02-18T12:20:30,sl_hit,63.7,12,1.6,50.1,6.37,4.89,71.7,160.0,2.23
142,ICH_04_XAUUSD_H1,BUY,H1,4966.98,4973.35,4973.87,4982.98,2026-02-19T01:39:54,2026-02-19T02:12:26,sl_hit,63.7,12,1.8,49.9,6.37,4.87,68.9,160.0,2.32
143,MA_06_XAUUSD_H1,BUY,H1,4999.06,5005.35,5005.99,5015.06,2026-02-18T15:47:03,2026-02-18T16:50:08,sl_hit,62.9,12,1.6,49.3,6.29,4.81,69.3,160.0,2.31
144,MOM_01_XAUUSD_H1,BUY,H1,4928.6,4934.88,4935.72,4944.6,2026-02-18T06:40:22,2026-02-18T07:19:50,sl_hit,62.8,12,1.7,49.1,6.28,4.79,71.2,160.0,2.25
145,CCI_02_XAUUSD_H1,BUY,H1,4928.6,4934.88,4935.72,4944.6,2026-02-18T06:40:20,2026-02-18T07:19:50,sl_hit,62.8,12,1.8,49.0,6.28,4.78,71.2,160.0,2.25
146,PVT_03_XAUUSD_H1,BUY,H1,4983.29,4989.46,4989.61,4999.29,2026-02-19T04:11:47,2026-02-19T05:16:05,sl_hit,61.7,12,0.8,48.9,6.17,4.77,63.2,160.0,2.53
147,ICH_09_XAUUSD_H1,BUY,H1,4983.29,4989.46,4989.61,4999.29,2026-02-19T04:11:47,2026-02-19T05:16:05,sl_hit,61.7,12,1.0,48.7,6.17,4.75,63.2,160.0,2.53
148,VTX_04_XAUUSD_H1,BUY,H1,4928.68,4934.88,4935.72,4944.68,2026-02-18T06:37:37,2026-02-18T07:19:50,sl_hit,62.0,12,1.4,48.6,6.2,4.74,70.4,160.0,2.27
149,MACD_05_XAUUSD_H1,SELL,H1,4976.52,4970.33,4970.07,4960.52,2026-02-19T02:04:57,2026-02-19T02:21:29,sl_hit,61.9,12,1.5,48.4,6.19,4.72,64.5,160.0,2.48
150,STOCH_08_XAUUSD_H1,BUY,H1,4928.68,4934.88,4935.72,4944.68,2026-02-18T06:37:37,2026-02-18T07:19:50,sl_hit,62.0,12,1.6,48.4,6.2,4.72,70.4,160.0,2.27
151,MOM_03_XAUUSD_H1,BUY,H1,4967.33,4973.51,4973.87,4983.33,2026-02-19T01:06:57,2026-02-19T02:12:25,sl_hit,61.8,12,1.6,48.2,6.18,4.7,65.4,160.0,2.45
152,SM_03_XAUUSD_H1,SELL,H1,5006.13,5000.05,4999.91,4990.13,2026-02-18T16:46:44,2026-02-18T17:16:24,sl_hit,60.8,12,0.6,48.2,6.08,4.7,62.2,160.0,2.57
153,MTF_03_XAUUSD_H1,BUY,H1,4967.15,4973.31,4973.87,4983.15,2026-02-19T01:36:33,2026-02-19T02:12:25,sl_hit,61.6,12,1.6,48.0,6.16,4.68,67.2,160.0,2.38
154,MA_05_XAUUSD_H1,BUY,H1,5011.06,5017.13,5018.36,5027.06,2026-02-19T08:10:14,2026-02-19T08:52:08,sl_hit,60.7,12,0.8,47.9,6.07,4.67,73.0,160.0,2.19
155,ICH_02_XAUUSD_H1,BUY,H1,5011.06,5017.13,5018.36,5027.06,2026-02-19T08:10:14,2026-02-19T08:52:09,sl_hit,60.7,12,1.0,47.7,6.07,4.65,73.0,160.0,2.19
156,MA_12_XAUUSD_H1,SELL,H1,4976.52,4970.41,4970.07,4960.52,2026-02-19T02:07:28,2026-02-19T02:21:30,sl_hit,61.1,12,1.6,47.5,6.11,4.63,64.5,160.0,2.48
157,VTX_04_XAUUSD_H1,SELL,H1,4992.25,4986.18,4985.68,4976.25,2026-02-19T10:04:36,2026-02-19T10:32:39,sl_hit,60.7,12,1.4,47.3,6.07,4.61,65.7,160.0,2.44
158,MTF_01_XAUUSD_H1,SELL,H1,5006.13,5000.03,4999.91,4990.13,2026-02-18T16:46:44,2026-02-18T17:16:24,sl_hit,61.0,12,1.8,47.2,6.1,4.6,62.2,160.0,2.57
159,ULT_02_XAUUSD_H1,SELL,H1,4976.52,4970.41,4970.07,4960.52,2026-02-19T02:04:57,2026-02-19T02:21:29,sl_hit,61.1,12,1.9,47.2,6.11,4.6,64.5,160.0,2.48
160,MTF_01_XAUUSD_H1,SELL,H1,4997.42,4991.49,4987.74,4981.42,2026-02-18T17:47:11,2026-02-18T18:34:32,sl_hit,59.3,12,0.5,46.8,5.93,4.56,96.8,160.0,1.65
161,BB_09_XAUUSD_H1,SELL,H1,4992.25,4986.18,4985.68,4976.25,2026-02-19T10:04:36,2026-02-19T10:32:39,sl_hit,60.7,12,2.0,46.7,6.07,4.55,65.7,160.0,2.44
162,ADX_03_XAUUSD_H1,BUY,H1,4928.93,4934.88,4935.72,4944.93,2026-02-18T06:33:00,2026-02-18T07:19:50,sl_hit,59.5,12,1.4,46.1,5.95,4.49,67.9,160.0,2.36
163,BB_09_XAUUSD_H1,SELL,H1,5002.14,4996.28,4995.21,4986.14,2026-02-18T16:05:28,2026-02-18T16:30:09,sl_hit,58.6,12,0.5,46.1,5.86,4.49,69.3,160.0,2.31
164,FIB_07_XAUUSD_H1,SELL,H1,4991.62,4985.78,4985.6,4975.62,2026-02-18T18:35:22,2026-02-18T18:45:35,sl_hit,58.4,12,0.5,45.9,5.84,4.47,60.2,160.0,2.66
