Rank,Strategy,Dir,TF,Entry,Exit,SL,TP,Opened,Closed,Reason,Raw Pips,Net Pips,Net $,R:R
175,FIB_08_BTCUSD_H1,SELL,H1,66472.28,66159.69,66092.27,65472.28,2026-02-19T14:53:15,2026-02-19T15:15:42,sl_hit,312.6,261.1,2.4909,2.63
176,STOCH_03_BTCUSD_H1,BUY,H1,66615.79,66927.9,66934.44,67615.79,2026-02-19T01:17:47,2026-02-19T02:30:36,sl_hit,312.1,260.9,2.4891,3.14
177,CCI_02_BTCUSD_H1,BUY,H1,67851.41,68163.55,68179.52,68851.41,2026-02-18T07:01:25,2026-02-18T07:50:05,sl_hit,312.1,260.6,2.4864,3.05
178,CDL_10_BTCUSD_H1,BUY,H1,66615.79,66927.9,66934.44,67615.79,2026-02-19T01:17:47,2026-02-19T02:30:36,sl_hit,312.1,260.6,2.4861,3.14
179,VOL_07_BTCUSD_H1,SELL,H1,66830.28,66518.56,66510.12,65830.28,2026-02-19T08:34:46,2026-02-19T12:01:54,sl_hit,311.7,260.4,2.4842,3.12
180,ICH_09_BTCUSD_H1,SELL,H1,66830.28,66518.56,66510.12,65830.28,2026-02-19T08:34:45,2026-02-19T12:01:54,sl_hit,311.7,259.8,2.4782,3.12
181,ST_01_BTCUSD_H1,SELL,H1,66828.52,66518.56,66510.12,65828.52,2026-02-19T10:36:03,2026-02-19T12:01:55,sl_hit,310.0,259.5,2.4746,3.14
182,MACD_10_BTCUSD_H1,SELL,H1,67182.03,66871.28,66685.41,66182.03,2026-02-18T17:03:15,2026-02-18T18:23:25,sl_hit,310.8,259.1,2.4705,2.01
183,MACD_10_BTCUSD_H1,SELL,H1,66827.6,66518.56,66510.12,65827.6,2026-02-19T10:30:49,2026-02-19T12:01:55,sl_hit,309.0,258.1,2.4614,3.15
184,MA_02_BTCUSD_H1,SELL,H1,66828.52,66518.56,66510.12,65828.52,2026-02-19T10:36:03,2026-02-19T12:01:55,sl_hit,310.0,258.0,2.4596,3.14
185,FIB_06_BTCUSD_H1,SELL,H1,68104.56,67794.83,67793.9,67104.56,2026-02-18T10:01:15,2026-02-18T10:45:47,sl_hit,309.7,257.9,2.4593,3.22
186,MS_07_BTCUSD_H1,SELL,H1,68104.56,67794.83,67793.9,67104.56,2026-02-18T10:01:16,2026-02-18T10:45:47,sl_hit,309.7,257.9,2.4593,3.22
187,ST_01_BTCUSD_H1,SELL,H1,67145.94,66836.62,66833.41,66145.94,2026-02-19T07:00:04,2026-02-19T08:34:49,sl_hit,309.3,257.6,2.4562,3.2
188,PVT_01_BTCUSD_H1,BUY,H1,66022.51,66327.64,66334.28,67022.51,2026-02-19T13:43:01,2026-02-19T14:50:39,sl_hit,305.1,254.6,2.4263,3.21
189,MA_12_BTCUSD_H1,SELL,H1,67125.88,66819.98,66815.72,66125.88,2026-02-19T09:30:38,2026-02-19T09:50:08,sl_hit,305.9,254.1,2.421,3.22
190,ST_06_BTCUSD_H1,SELL,H1,67170.14,66864.96,66687.07,66170.14,2026-02-18T17:58:49,2026-02-18T18:23:26,sl_hit,305.2,253.6,2.4158,2.07
191,PVT_02_BTCUSD_H1,BUY,H1,66022.51,66327.64,66334.28,67022.51,2026-02-19T13:43:01,2026-02-19T14:50:39,sl_hit,305.1,253.1,2.4113,3.21
192,CCI_02_BTCUSD_H1,SELL,H1,66662.86,66359.03,66322.61,65662.86,2026-02-18T18:22:30,2026-02-18T18:47:19,sl_hit,303.8,252.7,2.4073,2.94
193,MACD_05_BTCUSD_H1,SELL,H1,66819.6,66518.56,66510.12,65819.6,2026-02-19T11:01:58,2026-02-19T12:01:56,sl_hit,301.0,250.4,2.3844,3.23
194,MTF_04_BTCUSD_H1,SELL,H1,66819.6,66518.56,66510.12,65819.6,2026-02-19T11:01:58,2026-02-19T12:01:56,sl_hit,301.0,250.0,2.3804,3.23
195,PVT_02_BTCUSD_H1,BUY,H1,66874.49,67175.26,67188.18,67874.49,2026-02-19T02:17:19,2026-02-19T06:28:56,sl_hit,300.8,249.9,2.3787,3.19
196,BB_03_BTCUSD_H1,SELL,H1,68095.98,67794.83,67793.9,67095.98,2026-02-18T10:03:08,2026-02-18T10:45:47,sl_hit,301.1,249.1,2.3715,3.31
197,MACD_05_BTCUSD_H1,BUY,H1,66874.49,67175.26,67188.18,67874.49,2026-02-19T02:17:19,2026-02-19T06:28:56,sl_hit,300.8,248.8,2.3677,3.19
198,VTX_02_BTCUSD_H1,BUY,H1,67656.04,67955.58,67969.93,68656.04,2026-02-18T06:00:45,2026-02-18T07:42:17,sl_hit,299.5,248.8,2.3684,3.19
199,SM_01_BTCUSD_H1,BUY,H1,67656.04,67955.58,67969.93,68656.04,2026-02-18T06:00:45,2026-02-18T07:42:17,sl_hit,299.5,248.4,2.3644,3.19
200,FIB_07_BTCUSD_H1,SELL,H1,68092.53,67794.83,67793.9,67092.53,2026-02-18T10:02:12,2026-02-18T10:45:47,sl_hit,297.7,247.2,2.352,3.35
201,PVT_01_BTCUSD_H1,BUY,H1,66879.25,67178.02,67188.18,67879.25,2026-02-19T01:56:22,2026-02-19T06:28:55,sl_hit,298.8,247.0,2.3497,3.24
202,VOL_06_BTCUSD_H1,BUY,H1,66549.91,66848.51,66848.87,67549.91,2026-02-19T00:11:23,2026-02-19T02:01:31,sl_hit,298.6,246.7,2.347,3.34
203,COR_04_BTCUSD_H1,SELL,H1,68092.53,67794.83,67793.9,67092.53,2026-02-18T10:02:12,2026-02-18T10:45:47,sl_hit,297.7,246.2,2.342,3.35
204,ICH_06_BTCUSD_H1,SELL,H1,66499.15,66201.49,66179.43,65499.15,2026-02-19T11:58:03,2026-02-19T13:28:35,sl_hit,297.7,246.2,2.3416,3.13
